timestamp,rack_id,energy_watts,temperature_c
2025-07-01 13:57:55.754442,rack_1,369.73289884673295,27.51474955101313
2025-07-01 14:12:55.754442,rack_1,359.9923645064751,24.120780542628527
2025-07-01 14:27:55.754442,rack_1,366.2848477111489,23.783859188472242
2025-07-01 14:42:55.754442,rack_1,354.42753863834287,25.99669203338326
2025-07-01 14:57:55.754442,rack_1,363.1970600182318,25.540596086421868
2025-07-01 15:12:55.754442,rack_1,323.83770078677344,25.09353323117869
2025-07-01 15:27:55.754442,rack_1,370.3501879466196,24.682068505804754
2025-07-01 15:42:55.754442,rack_1,389.72455393094305,27.562450907692057
2025-07-01 15:57:55.754442,rack_1,350.83239863941,24.057562065351927
2025-07-01 16:12:55.754442,rack_1,409.36427380601066,24.7255734056992
2025-07-01 16:27:55.754442,rack_1,377.01364183855185,25.247933547215577
2025-07-01 16:42:55.754442,rack_1,410.0066696651124,26.95025979241308
2025-07-01 16:57:55.754442,rack_1,331.8026684910995,23.975916016041076
2025-07-01 17:12:55.754442,rack_1,372.9474174792563,24.334308887666946
2025-07-01 17:27:55.754442,rack_1,309.182160353069,21.431707606232433
2025-07-01 17:42:55.754442,rack_1,358.1351337098682,25.961211313533546
2025-07-01 17:57:55.754442,rack_1,350.10166060509226,24.904539790230256
2025-07-01 18:12:55.754442,rack_1,389.27799899057834,28.053849822043077
2025-07-01 18:27:55.754442,rack_1,394.9290812335038,29.297983940653523
2025-07-01 18:42:55.754442,rack_1,389.44048969626056,27.96351496679716
2025-07-01 18:57:55.754442,rack_1,372.06951655433164,27.352644076208303
2025-07-01 19:12:55.754442,rack_1,336.96354055453804,25.88475402849106
2025-07-01 19:27:55.754442,rack_1,337.8687430184287,24.676893800273955
2025-07-01 19:42:55.754442,rack_1,303.020682746986,22.275336031125278
2025-07-01 19:57:55.754442,rack_1,331.23556053783653,24.367737678170062
2025-07-01 20:12:55.754442,rack_1,311.23594249255683,20.84899600291751
2025-07-01 20:27:55.754442,rack_1,395.6984692827519,27.003104544942783
2025-07-01 20:42:55.754442,rack_1,378.9491767962108,25.432438542178758
2025-07-01 20:57:55.754442,rack_1,361.24821059184745,25.379411323377436
2025-07-01 21:12:55.754442,rack_1,387.9386127553206,28.78157858253846
2025-07-01 21:27:55.754442,rack_1,346.57681596074,24.620415777530106
2025-07-01 21:42:55.754442,rack_1,346.5879539464191,25.819935467717883
2025-07-01 21:57:55.754442,rack_1,368.6573320091518,24.163136633079866
2025-07-01 22:12:55.754442,rack_1,368.5732612498165,22.35673580435683
2025-07-01 22:27:55.754442,rack_1,342.783211650791,25.133307822893183
2025-07-01 22:42:55.754442,rack_1,343.2369045587731,26.783640911029472
2025-07-01 22:57:55.754442,rack_1,395.97577503215064,26.79636278829757
2025-07-01 23:12:55.754442,rack_1,360.93558064935326,25.115563394628808
2025-07-01 23:27:55.754442,rack_1,330.23672566423375,23.411656303606918
2025-07-01 23:42:55.754442,rack_1,356.58130573405793,24.26623259391161
2025-07-01 23:57:55.754442,rack_1,333.8052356915938,22.70639685952371
2025-07-02 00:12:55.754442,rack_1,370.0204413260567,26.983658258452635
2025-07-02 00:27:55.754442,rack_1,385.62181295794113,25.188254974459245
2025-07-02 00:42:55.754442,rack_1,328.9185753727618,23.93623564236086
2025-07-02 00:57:55.754442,rack_1,358.2061051740469,25.328160934937106
2025-07-02 01:12:55.754442,rack_1,358.0215437212236,28.813893320628384
2025-07-02 01:27:55.754442,rack_1,365.99969876007685,24.651723809311296
2025-07-02 01:42:55.754442,rack_1,379.297398143881,23.353841396695433
2025-07-02 01:57:55.754442,rack_1,355.25093388009793,24.224893989357987
2025-07-02 02:12:55.754442,rack_1,433.9623869673116,28.930349199086926
2025-07-02 02:27:55.754442,rack_1,375.44706108876943,24.84643307053105
2025-07-02 02:42:55.754442,rack_1,377.4357491782302,25.035792671029412
2025-07-02 02:57:55.754442,rack_1,408.71956088628076,29.221641769879426
2025-07-02 03:12:55.754442,rack_1,326.16912049103746,23.397353405912312
2025-07-02 03:27:55.754442,rack_1,388.8784148624952,28.386343888029536
2025-07-02 03:42:55.754442,rack_1,349.2784325795735,25.215615881365665
2025-07-02 03:57:55.754442,rack_1,363.7303078408779,24.594436078959603
2025-07-02 04:12:55.754442,rack_1,406.63708509129424,26.71789906364673
2025-07-02 04:27:55.754442,rack_1,334.4245930630758,23.84967314724505
2025-07-02 04:42:55.754442,rack_1,368.7807511845622,22.621864529358668
2025-07-02 04:57:55.754442,rack_1,317.1942192534107,23.53041273067667
2025-07-02 05:12:55.754442,rack_1,407.4468561592987,28.31485616026576
2025-07-02 05:27:55.754442,rack_1,339.82299210115116,27.420106580562027
2025-07-02 05:42:55.754442,rack_1,312.38371071298553,25.169082924795756
2025-07-02 05:57:55.754442,rack_1,354.6508880350121,27.037490725008297
2025-07-02 06:12:55.754442,rack_1,316.7771832742927,23.252513066720045
2025-07-02 06:27:55.754442,rack_1,380.78337599588707,27.99207636829271
2025-07-02 06:42:55.754442,rack_1,306.55114959048746,22.771023869430405
2025-07-02 06:57:55.754442,rack_1,331.0983078579255,23.844156489462634
2025-07-02 07:12:55.754442,rack_1,374.5440130100367,25.093153811144443
2025-07-02 07:27:55.754442,rack_1,326.63463991659455,21.03660000471194
2025-07-02 07:42:55.754442,rack_1,354.43141049376015,24.43180784339319
2025-07-02 07:57:55.754442,rack_1,368.7334618301855,24.777710325521287
2025-07-02 08:12:55.754442,rack_1,336.88885537239895,23.11609294573492
2025-07-02 08:27:55.754442,rack_1,359.0958998569571,28.46065925047992
2025-07-02 08:42:55.754442,rack_1,379.2809222720537,24.116231767467266
2025-07-02 08:57:55.754442,rack_1,383.1021088132176,23.981743259473475
2025-07-02 09:12:55.754442,rack_1,294.55757913614013,24.627324322556028
2025-07-02 09:27:55.754442,rack_1,431.4517291568106,29.13194500875937
2025-07-02 09:42:55.754442,rack_1,372.98735141289126,24.906866688594203
2025-07-02 09:57:55.754442,rack_1,316.36509150134754,25.949122322831755
2025-07-02 10:12:55.754442,rack_1,354.6756157731054,23.568034010616753
2025-07-02 10:27:55.754442,rack_1,333.8338407768237,23.60418135100797
2025-07-02 10:42:55.754442,rack_1,299.8877750932593,23.03032067690815
2025-07-02 10:57:55.754442,rack_1,384.3122461263453,25.456272490504116
2025-07-02 11:12:55.754442,rack_1,366.00100930461997,27.61511754853454
2025-07-02 11:27:55.754442,rack_1,365.7192857381583,24.435508233519037
2025-07-02 11:42:55.754442,rack_1,322.3933168826193,25.580933304789156
2025-07-02 11:57:55.754442,rack_1,375.52523914534436,25.314625932490344
2025-07-02 12:12:55.754442,rack_1,384.57057369764993,23.911027834570902
2025-07-02 12:27:55.754442,rack_1,375.5599611601155,24.89105609604975
2025-07-02 12:42:55.754442,rack_1,364.5333420464287,26.48108800416843
2025-07-02 12:57:55.754442,rack_1,399.76757515995894,24.572940828662222
2025-07-02 13:12:55.754442,rack_1,396.65798380876225,24.25081966635915
